ID,M1_R,M2a_coef,M2a_intercept,M2b_coef,M2b_intercept,M3_R
56,14.5448676,1.0375974995234298,0.025665229747288798,0.12277008293816516,0.0,1.838592
88,3.5793216,0.10682098684803658,1.7525203986553328,0.005062735780436152,0.833350278072429,0.7755264000000001
90,6.8993568000000005,0.21727329559701083,0.0,0.0440297803362259,0.18237325851152736,0.15228
92,6.26812992,0.12889361763716883,1.5192535839870027,0.0723471929384343,0.4889672354520068,0.5675616000000001
97,7.951363199999999,0.767635895949096,0.7429223340580542,0.23091574388812539,0.0,0.49667039999999996
99,4.424212799999999,0.18135777989609922,2.138551876155035,0.15752472677578785,0.19593799566472597,0.222912
100,3.6821088,0.05291205121926589,4.4110715581078574,0.013181786081026414,2.491512056889375,1.3749696000000002
148,2.500416,default,,default,,7.0779744
307,16.8813504,default,,default,,13.9454784
390,3.7385452800000003,0.010263475014409723,0.4762562017971791,0.044555042579470655,0.1329426969941495,0.0
391,default,1.0460208902959338,-1.8378102447476028,0.11358371068562985,0.0,0.6153408
393,default,0.0986204695351784,3.9930090853490183,0.064090621277825,0.0,1.8554400000000002
438,default,0.0763762142300112,0.2663444698252636,0.014213035863268738,0.19431638983530342,0.036719999999999996
456,default,0.051714609023518536,0.4066016082741685,0.024683029427723012,0.0,0.21742560000000005
511,default,0.14344589487978907,0.9751465037292206,0.007068652247472525,0.1264131890343524,0.2666736
613,14.0147568,1.0064538051511993,-0.04924196183104801,0.6339531984574663,0.0,4.9909824
657,default,0.0475460027637748,0.0,0.00882899132397102,0.0,3.5964864000000003
753,default,0.02394579886047624,0.0,0.004297638697912619,25.774174908430368,33.7627008
870,31.09032221538461,0.03168041643077019,-31.32994227554616,0.004886420733520799,39.23310713710874,28.8696096
898,1.6033248,0.02495620385105224,0.9730925166773057,0.08206938129961992,0.865942478945692,0.08320319999999999
924,10.759168376470587,0.002180040471996127,3.3172999148630047,0.004956109604466759,2.2990341913001555,1.0728288
948,0.580215876923077,0.0014647584096514148,0.33863733832376597,0.002866518954939375,0.1002550386652056,default
952,0.30199679999999995,0.08047924256672345,0.0,0.09659690116242853,-0.025983397324384844,0.0005184000000000001
955,1.2962395636363635,0.04615914892684751,0.1618950303022471,0.04244502338167289,0.07541066438183608,0.0249696
961,40.988828463157894,0.05714262512232649,6.822483266185417,0.03796908910168605,3.275411348911012,5.737176
962,1.4452608000000002,0.03297965016083649,0.794836490610429,0.04007981886093573,0.019131497013135212,0.0225504
963,0.14993485714285715,0.015578227080928025,-0.2209761356697711,0.007735895409372986,-0.12085531882008393,0.0
964,2.1466944000000003,0.040159321860966386,0.8031349702109245,0.031090552380518593,0.4726272566931197,0.05184
965,default,0.04944608432365942,7.57505386244146,0.07306256971456256,1.6152658387759375,2.4954912
968,8.416224,0.03698752148219317,1.6308508310154433,0.04349686978785197,0.35637960379478173,1.4484096000000002
975,3.4932888,0.06935296986683548,0.8717592388132629,0.10115770980803586,-0.06224170522061767,0.1406592
978,0.1354176,0.02211410991813671,0.20255029737586938,0.06363210830530847,-0.10545872516273422,0.011059200000000002
979,0.17924858181818182,0.02329671243712307,0.23670036996028582,0.030901647184362283,0.173299853905987,0.0499392
980,0.22120128,0.047705218327419495,0.3990750911933303,0.04781774518566529,0.3313041306703524,0.0503712
981,3.6881999999999997,0.14307285106555284,-0.2482273435659954,0.03756216569134355,0.20781242799960087,0.2739744
983,0.8707564799999998,0.1155327916305272,-0.26761763030221086,0.04200307420747388,-0.04505661959866614,0.00648
991,2.1646116,0.013084565629441674,8.733638134580982,0.059975896703088734,4.7308426672477975,2.1701088000000004
998,default,0.13972123064186023,1.0727228104022704,0.003156967827951272,0.0,0.9101376000000002
1000,3.4725085714285724,0.03262205874414116,2.888332237009795,0.0638583879055355,1.1701391307121927,0.21876479999999998
1001,1.1481594352941176,0.08240576289162223,-0.45652308248124074,0.07956911518125662,-0.4530569172998339,default
1003,2.361180342857143,0.06273862123285108,1.5686846390985605,0.09545706029626473,0.7563411429822102,0.2788992
1007,1.0543344,0.03845832439404219,1.7086707118311981,0.10385088054051385,0.3953268716175109,0.254448
1014,1.3703358315789476,0.39243282129015017,-0.4108819716581756,0.15496110485220846,-0.12647008181853342,0.0005184000000000001
1016,0.27648,0.003025793119402432,0.5255120578970419,0.008701417488134895,0.0,0.2495232
1017,3.3776806736842104,0.0050168910997370345,6.974121087782924,0.01781489008954123,4.679424554990787,0.9162288000000001
1020,2.3378729142857146,0.04516603960087515,0.9315744693448758,0.0752392434553169,0.7224657645975521,0.012268799999999998
1021,14.89472064,0.21119570370124488,2.603287298345859,0.23194383811008665,0.8162583286204627,0.5871744000000001
1023,30.709675800000003,0.06354228994663723,13.384402413092806,0.06492188830708823,4.7281882747568424,4.565289599999999
1026,38.36325176470588,0.02426336021876694,17.37345162846156,0.018624610723246733,8.91575306214917,7.195392
1027,0.08069760000000001,0.10907863767713942,0.0,0.14685118655923826,-0.018593256880410775,0.0
1028,0.19126603636363637,0.04040336989351237,0.05234735218528477,0.06117509936652577,-0.036264107248379224,0.0024192
1032,17.22304182857143,0.052244053424939374,13.733481655937457,0.06435143250342036,6.028913159283766,1.9217952
1036,27.8265181090909,0.00900824421347162,11.255139870520681,0.009881702030669796,16.683219471681557,10.0015776
1042,20.93726016,0.007985163765097248,3.433171995989989,0.004709689513640047,4.980126725754174,1.3199328000000001
1048,91.28573856,0.04844181563640879,50.07423657720433,0.06710150404150857,15.747020664591847,13.4243136
1050,1.340784,0.04667217494065392,0.0,0.01648847312968946,0.14976520320633105,0.2483568
1060,7.747209600000001,0.050028086902924554,5.725813057047413,0.0779266543407298,2.4360166753634895,1.209816
1067,4.128464160000001,0.010361586334233204,0.0,0.00744121778809471,4.978941154026527,4.1102208
1077,12.0493656,0.04488461066457252,25.2626194292399,0.09123159099745191,7.7849589792202725,4.0490928
1084,1.6708104,0.012754228645237098,2.0468094085364967,0.030538405943196407,1.7018013688208344,0.3523392
1086,default,0.0,3.5720351999999997,0.3073178501930491,-0.11744978616212012,0.0
1092,1.5885836307692307,0.009243858733324988,3.656274355276462,0.028477821112718335,3.7499930789648865,0.5651424
1093,4.432964072727272,0.028899054563877903,3.0505792752482543,0.0532646744548551,2.344294945713133,0.07343999999999999
1101,0.9403991999999999,0.002121416813157618,3.0320554995217215,0.005052126154364485,4.25897270396663,1.4679359999999997
1120,0.14474879999999998,0.059404195782667084,-0.25543801441725944,0.06637780707132533,-0.3728503989157663,0.0
1121,2.191561411764706,0.03701303146154408,2.128743721635022,0.013843735902525751,1.9324425340292941,1.5327359999999999
1122,0.6327700363636364,0.02654468944498767,2.53322521934832,0.0720989415463798,0.9579046636572821,0.23483520000000002
1123,5.672181600000001,0.019177355130570773,3.2012816629882237,0.043951296562851065,-0.48918325546934405,1.7101152000000002
1124,0.16962048,0.010681306662589006,0.4430469633435411,0.04072480385783216,0.42183356337212846,0.044064
1125,2.191561411764706,0.03701303146154408,2.128743721635022,0.013843735902525751,1.9324425340292941,1.5327359999999999
1134,1.3376664,0.025481214345137348,0.30803068257015587,0.03195814188920138,0.060226816967810626,0.0
1139,1.8153936000000002,0.003616495642798801,-0.012373871895849188,0.0011305536700516171,-0.007183678531127612,0.0
1144,49.7368896,0.17297781642266385,38.17056466923318,0.4642372431440191,4.421809886918723,5.7078432
1237,1.7609184,0.033491854116309665,1.0633544374213333,0.09873685733194813,0.05612616359955169,0.0
1315,6.5568095999999985,0.9465621734005888,-0.03798473661807522,0.012806473154933187,0.0,0.005961600000000001
1586,6.6530484,0.10009332851717571,6.0188632555014525,0.2175768799941759,0.5922457783503887,0.2370816
1587,0.4326696,0.03199741140828693,3.5574267344538617,0.10294531736234837,1.0421926172784093,0.14083199999999998
1592,1.5069168,0.011469320220257245,5.384140805045032,0.10163209166069623,0.3827582267453702,0.3011904
1600,1.7418816000000001,0.1285258236001415,1.1261723333350662,0.2798636960694697,0.1549654251330232,0.09750239999999999
1617,0.2449728,0.08562344419355149,0.4080078717260734,0.11302390773105359,0.02212972573180827,0.0182304
1619,0.30817152,0.0573612046409666,0.4082340657495671,0.07704070178027932,0.1252664099705487,0.045403200000000005
1620,0.24281856000000004,0.07087096935120864,0.366380917900332,0.07592821622415317,0.24304438106447382,0.11016
1631,3.9135373714285713,0.08070031914570072,5.657465742277598,0.2529188285665077,0.9313522718865327,0.66744
1634,1.6599859199999998,0.047687497240777345,2.7122016896204064,0.15578534538434644,1.6053285628592957,0.5064768000000001
1636,0.1775412,0.06912278579364527,0.4278664856919748,0.19520168292060774,0.10632679621976304,0.009936
1645,0.3092459294117647,0.01608057844939271,0.7061886006921003,0.04107047712007869,0.6801613799339623,0.053827200000000006
1654,0.33277722352941175,0.006429067057894145,0.9801231589171223,0.023032816179657745,1.203879182791388,0.25678080000000003
1655,0.20622445714285711,0.03137409132521182,1.8704616570230428,0.09523031305508807,-0.13241500313182847,0.174096
1683,3.0184232727272726,0.07759184463380915,2.6424971037252263,0.1206485784003828,0.5456406165852258,0.07585920000000003
1691,3.1925376,0.15123428043507522,1.6127073090649542,0.16794200918885782,0.3267202964340763,0.14480639999999995
1699,16.5702096,0.6818459007509012,2.8723197599045918,0.3469844410540537,0.0,1.8838656000000005
1703,0.3700944,0.007723411131759735,0.28004123654134816,0.011216204177252085,0.3294022761657608,0.29911679999999996
1706,3.7864800000000005,0.09226335045800071,2.1348253749210695,0.17733369875615151,0.5320324754123879,0.1708128
1707,2.62832256,0.13985978355630727,1.374840358531292,0.12366618913998978,0.25161557631709,0.06359039999999999
1709,19.1431944,0.2864451665524796,0.0,0.019583143443833193,2.5566762403636387,2.8649376
1712,2.299752,0.3506701835891914,0.8314115143280725,0.38782560928601756,0.09074318051280733,0.0749952
1714,0.47805120000000006,0.02299482358776457,4.953039955836992,0.09884742769897509,1.831857225528481,0.6182784
1718,0.26953343999999996,0.020616965905769016,2.2243578189168987,0.08465783836420467,0.9136392196780693,0.0782784
1723,2.56587264,0.2369151541744183,0.8221400097471776,0.3227519200415029,0.04417458985496933,0.0268704
1726,4.3909344,0.060397385952912476,1.5463856746937348,0.19451597767897785,1.3082919261700647,0.20917439999999995
1733,12.4209396,0.7740978122485954,2.6006963352787515,0.23354606393632837,0.0,1.1039328000000002
1735,3.8418048000000007,-0.15541997652157913,2.649815130924093,0.04696089450138407,0.0,0.5370192
1739,3.0780143999999994,0.07407306835966174,3.8378144227276607,0.2284950699525055,0.6676678160745313,0.3552336
1740,1.6599859199999998,0.047687497240777345,2.7122016896204064,0.15578534538434644,1.6053285628592957,0.5064768000000001
1741,0.9167328,0.03360447233517784,4.75315297053129,0.13987972302163487,1.6573013762225504,0.158976
1742,4.27337856,0.5208232558137967,0.0,0.14837210458911934,0.0,0.2631312
1744,0.5496249599999999,0.2236756766570208,0.1298967848888926,0.17059385034655414,0.02383470755774396,0.10082879999999997
1754,3.3585192,0.7346420104132882,0.23986250464831205,0.034173884316377044,0.0,0.23976
1755,1.029024,0.006929346529918596,4.602114840778678,0.05734812485339075,2.8088099650819642,1.2931488
1763,4.4454096,0.48729399718637023,2.5295785939532167,0.10141337464871064,0.0,0.5504544
1767,0.11620799999999998,0.019448745586843404,3.378593369182985,0.01661527895656811,0.6522220195751194,0.5920991999999999
1770,16.1828496,0.12004428044614639,1.7980913553309321,0.06922415771725975,2.25778690052908,2.8575935999999995
1774,38.09272320000001,1.0363013228812947,2.0906504396811982,0.07597847836508709,0.0,5.428944
1775,8.4406752,0.09377971394962333,4.248469496366673,0.15158912642769354,0.2523038673434703,0.48928320000000003
1781,35.920584,0.8147638435657361,8.580885715019118,0.15017274574405207,0.0,6.6632544
1801,20.12513965714286,1.0262613155783902,0.793911010637359,0.24411956980784638,0.0,4.4992800000000015
1818,14.485799314285714,1.5501891858526389,-4.894212331111024,0.3083513156798257,0.0,4.5285696
1828,2.2903405714285716,0.685478254638179,0.8201592568765033,0.08719727085893733,0.0,0.5639328
1833,2.0930544,0.09042494680335884,0.96867883803666,0.01983382362187559,0.2743913901684749,0.5138208000000001
1843,3.32341056,0.5987364958288809,1.2842384045933906,0.20815978319812023,0.0,0.1027296
1846,1.6184159999999999,1.3246814634869906,-0.22401815293714067,0.19095535996255328,0.0,0.053827200000000006
1848,default,0.00643498643706018,2.4376277620391766,0.002750574787264252,5.6603513394413545,5.6271456
1855,6.206593371428572,0.8199443845206388,0.3827407530187892,0.49056295184769017,0.0,0.1566
1864,0.08073216,0.006299783511742477,1.0141294546512172,0.004513168730518516,1.8932835152968241,0.48928320000000003
1869,0.0543744,0.0024830303805717185,4.103507975036375,0.00431975049801738,4.830537910608472,0.48928320000000003
7311,1.4031100799999998,0.05257000457980737,0.7973575438608442,0.03016571418201422,1.3621122051326027,0.22753440000000003
7317,4.6399176,0.946327291342226,1.1098521895485005,0.0711821615368406,0.0,0.48928320000000003
